date,user_id,sex,age_skin_type,rate,content,product_url
2017.9.17,도짱꺼,m,24세 · 복합성 ·,good,쿠ㅍ에서 구입함 민감한 피부라서 면도크림도 비싼걸로써야 괜찮을줄 알았는데 이건 싼데 양도 많고 뭐 나는것 없이 무난함,/product/77854
2015.11.22,챠밍젠,f,37세 · 건성 ·,soso,남편이 쓰는데 제품설명과는 달리 유분기가 많아 특별히 면도가 잘된다는 느낌은 없고 미끌하니 피부가 보호되는 느낌은 있음. 자주 사용하지 않게 되는듯.,/product/10183
2016.4.26,자이,m,27세 · 복합성 ·,soso,생각보다 아프던데ㅋㅋㅋ 이렇게 비싼 아이인지 몰랐음. 좀 더 써보고 나서 평가 수정해야겠다ㅋㅋ,/product/6379
6개월 전,셕셕스,m,26세 · 복합성 ·,best,"포스트쉐이브 제품을 따로 쓴 적은 사실 처음이라 비교 대상이 없긴 하지만, 이거 쓰면서 굉장히 만족했습니다. 어차피 남성용 스킨케어 제품에 애프터쉐이빙 기능이 다 포함되어 있기 때문에 소독?느낌 보다는 피부 자극을 케어해주기를 바랬는데, 그 점에 있어 정말 좋다고 느껴요. 가격대가 있는 고성능 제품이라 기대치가 높았는데도 사용 후 면도하면 하루종일 느껴지는 미세한 자극?이 줄어드는 걸 실제로 느껴서 정말 감탄했답니다.",/product/10184
2019.3.17,bjjeong,m,29세 · 복합성 ·,bad,쉐이빙 크림치곤 화한느낌도 없고 피부에 부담을 주는 느낌은 없습니다,/product/10184
2018.4.4,하애지고싶다,m,28세 · 복합성 ·,soso,수염 자라는 속도가 느려진다구요? 전 잘 모르겠습니다. 넘 비싸요 ㅠ,/product/10184
2016.3.31,설동동,m,30세 · 지성 ·,good,진정효과는 잘 모르겟지만 수염자라는속도가 느려짐 굿굿,/product/10184
2015.11.12,정용하님,m,27세 · 건성 ·,soso,뭐 수염자라는 속도를 더디게 해준다는데....,/product/10184
2017.9.14,젤리젤리젤리빈,m,31세 · 복합성 ·,bad,이거 힘조절이 안돼서 확 쏟아질때가 많아요. 양이 너무 낭비 돼요.,/product/4236
2016.11.22,닥터치엔,m,45세 · 복합성 ·,good,폼 형태랑은 정말 다른 느낌 깨끗한 면도를 원한다면 젤 타입이 좋아요. 여성분들 비싼 세안제 쓰는데 우리 쉐이빙 제품이라도 씁시다.,/product/4236
2016.4.7,토미토미붐붐,f,27세 · 건성 ·,good,쉐이빙 폼이 부드러운 느낌이라면 젤은 밀착이 잘됌,/product/4236
2018.11.13,해피마담8,f,38세 · 복합성 ·,best,요거 좋아요.,/product/22402
2016.5.14,순수한자몽,f,25세 · 지성 ·,bad,알로에젤이 왜 이렇게 비싼 건지 이해가 안 되는 제품. 있어서 쓰긴 했는데 진정효과도 그닥 없는 것 같고 바르면 엄청나게 끈적여서 답답하다.,/product/22402
2017.7.21,JamiBoyak,m,35세 · 건성 ·,bad,거품이 없는 크림 타입입니다. 냄새가 독특하며 자극적이고 독합니다. 사용 후 물로 닦아내도 잘 씻겨지지 않고 끈적임이 남아 조금 불쾌합니다. 비싼 가격에 이 정도 품질은 실망스럽습니다.,/product/77080
2017.4.4,꼬북왕,f,25세 · 민감성 ·,soso,묽어서 면도 잘된다고 해서 친구 사줬는데,/product/77080
2016.7.3,쑥주나물,f,38세 · 건성 ·,good,털순이라(;) 다리털만큼은 특히나 여름시즌에는 꼬박꼬박 밀어주는데,/product/77080
2018.11.5,긍정의빛,m,37세 · 건성 ·,soso,선물용으로는 굿굿.내돈주고 내가사기는 쏘쏘.,/product/14413
2018.6.23,Badaplus,m,33세 · 건성 ·,soso,다 좋은데 가격이 너무 비싸요.,/product/14413
2016.3.10,asky12,f,28세 · 건성 ·,good,유럽여행다녀오면거 쪼꼬만거 한 오천원? 정도에 샀었는데 기념품으로 돌리기에 넘나 좋았다. 받은 사람들도 잘썼다고 함!!,/product/14413
2015.11.9,vic3,m,33세 · 복합성 ·,worst,나쁘지 않은데 점수 최악으로 준 이유는 마트에서 파는 쉬크나 질레트 제품이 더 좋기 때문. 심지어 그것들 전부 만 원 이하..,/product/14413
2018.11.11,장서연님,f,13세 · 건성 ·,best,완전 표지랑색 내스탈 냄새 굿,/product/4235
2018.6.15,빰빰세우,m,23세 · 지성 ·,worst,"이거 쓰고 피부 다 뒤집어졌던 기억이 나네요. 단순히 여드름이나 트러블이 났던게 아니라 턱쪽 전체에 피부염 같은게 났더래서 고생 좀 했었습니다. 지금 생각해보니 바를 때 시원함을 넘어서 화한 기분이 들던게 느낌부터 싸했던거 같군요. 매우 비추입니다. 가격도 200ml에 3,500원이라니 차라리 그 돈으로 우유 200ml 3개 사서 얼굴에 부비겠습니다. 길바닥 개미들에게 사탕이나 젤리 사서 나눠주는게 차라리 돈 덜 아까울 것 같습니다. 3,500원 주고 이거 써서 피부병 걸린 후에 피부과 다니느라 50만원도 더 썼었네요.^^ 아무튼 매우 비추.",/product/4235
2018.4.4,하애지고싶다,m,28세 · 복합성 ·,soso,이건 폼보다 젤이 나은 것 같아요,/product/4235
2018.3.8,gmzx99123,m,27세 · 건성 ·,soso,질레트 쉐이빙폼을 사세요,/product/4235
2017.5.22,대마법사,f,27세 · 복합성 ·,bad,가격이 저렴하고 초반에는 좋은데 점점 쓸수록 거품이 잘 안나오고 액체만 나옴..... 품질은 중간정도인듯? 재구매생각은 없음,/product/4235
2017.3.14,호시y,f,27세 · 복합성 ·,soso,무난무난 적당적당한 느낌? 막 좋은건아닌데 그다지 최악도 아니다 적당한 가격대에 편하게 쓰기좋음 거품이 쏭쏭 잘나서 사용할때마다 재밌음,/product/4235
2014.9.5,사향노루,m,33세 · 건성 ·,soso,시원한 느낌은 좋으나 부드러운 면도 측면에선 약간 마이너스. 거품이 조금 빨리 허성허성 해지는 느낌.,/product/4235
2018.11.5,긍정의빛,m,37세 · 건성 ·,good,특히 여름에 좋습니다.시원한향.사용감도 괜찮습니다.시원한.향을 선호하고 털이많은분께 선물하기 좋을듯하네요.면도하는 내내 기분좋은 시원한향을 맡을수있어요.ㅎㅎ,/product/17723
2018.3.6,푸딩백곰,m,25세 · 중성 ·,best,문지르면 거품이 나는 타입아님. 그냥 젤을 수염위에 얹어놓은 다음 불려지면 면도하면 됨. 멘톨향이 매우 강한 편이지만 자극도 없고 트러블도 유발하지 않고 면도할 수 있어요,/product/17723
2017.7.22,영건74,m,46세 · 복합성 ·,best,"매일 면도만 20년 넘게 하고 별의별 쉐이빙폼, 젤 다 써봤는데 이게 가성비 갑오브갑. 기본 3개는 보유하고 사용중임",/product/17723
2016.4.26,우어어어엉,f,30세 · 건성 ·,best,이거 바르면 시원한 느낌이 엄청 남음..!!,/product/17723
2016.2.14,산토리니13,m,30세 · 민감성 ·,bad,멘톨 들어있다 하더니 진짜 너무 따가워요,/product/17723
2016.1.14,한국인좀비,f,3세 · 민감성 ·,soso,부드럽거 😁 좋은향 굿!🤖,/product/17723
2015.12.3,엘싣,m,37세 · 지성 ·,best,피없이 날면도에 성공한 유일한 쉐이빙젤...ㅋ,/product/17723
2017.2.15,zzoni,f,46세 · 건성 ·,good,자극없이 쓰기 좋고 가격도 좋고...,/product/77489
2017.11.27,자장자장면,m,27세 · 건성 ·,good,향도 심하게 안나고 딱 적당하게 잘 배합된 쉐이빙 폼 같아요 ㅎㅎ 자극도 없어서 굳굳!,/product/17017
2015.9.20,쀼뀨뺘뀨,m,25세 · 건성 ·,soso,질레트 쉐이빙폼 쓰다가 이거쓰는데 별로 차이를 못느끼겟음 쏘쏘,/product/17017
4개월 전,겸둥이쭈니,m,38세 · 복합성 ·,good,"면도 후, 얘를 꽄 쳐발해조야 마감된 느낌임.",/product/4107
5개월 전,비바요,m,46세 · 지성 ·,bad,"품질은 만족하지만 원터치캡이 잘 안열리고, 따다가 손가락이 아프고 다칠수도 있어요. 그래서 키엘로 바꿨어요. 패기지 사용 usability test 다시 하셔야 합니다.",/product/4107
2019.3.23,널본거야,f,35세 · 건성 ·,good,남편이 몇 년째 계속 집과 회사에 구비해두고 이것만 쓰네요. 면세점 필수 구매품목입니다.,/product/4107
2019.2.4,쏘로룡,f,27세 · 복합성 ·,good,남자친구가 어어엄청 예민한 피부라서 면도후에 무조건 애프터쉐이브 필수인데 늘 이거만 사용하더라구요 확진정되는느낌이라 좋다고 하는데 역시나 글픽1위엿네요,/product/4107
2018.11.24,sabologue,f,33세 · 복합성 ·,soso,남편이 안 쓴다고 해서 좀 써봤어요.,/product/4107
2018.11.5,긍정의빛,m,37세 · 건성 ·,good,추천하는 제품입니다.선물하셔도 만족하실만한.ㅎ사용감도 좋고 보통의남자라면 거슬리는게 없이 좋아할만한 제품입니다.발림성 보습 향 다좋아요,/product/4107
2018.9.19,stem,m,39세 · 지성 ·,best,인생템입니다.,/product/4107
2018.4.2,eviemoon,f,29세 · 복합성 ·,best,남자친구의 인생 애프터쉐이브에요,/product/4107
2018.2.16,덕배몬,m,27세 · 복합성 ·,good,애프터쉐이브 제품을 찾다가 대용으로도 좋고 효과도 좋다고 하길래 한번 반신반의로 써봤엇습니다,/product/4107
2017.12.28,윤배르뱅뱅,m,34세 · 복합성 ·,best,일단 상큼한 느낌이 들어서 대만족,/product/4107
2017.12.9,응준,m,31세 · 중성 ·,good,기존 것 쓸때는 종종 여드름이 턱 근처에 생겼으나 이 제품은 그런 일은 없었습니다,/product/4107
2017.9.14,vexillo,m,36세 · 건성 ·,good,좋다. 진정작용 탁월하고 발림도 좋고 끈적이지 않는다. 내기준에 향은 조금 세다.,/product/4107
2017.9.3,행복한사람777,m,46세 · 건성 ·,good,면도후 바르면 시원하고 상쾌한 느낌이 있고 끈적이지 않아서 좋습니다. 다만 가격이 약간 부담,/product/4107
2017.8.30,쏘울메이트,m,33세 · 복합성 ·,best,턱 주변 여드름(모낭염이 심했는데)이 심했는데(면도때문에) 해당 제품 쓰고 개선되었어여!,/product/4107
2017.6.2,강이파파,m,40세 · 중성 ·,good,명불허전인 제품입니다^^,/product/4107
2017.5.14,라임7979,m,41세 · 지성 ·,good,면도후 바르면 상쾌하게 발리며 향이좋네요 추천합니다^^,/product/4107
2017.4.25,족팡야,m,27세 · 지성 ·,best,면도하고 바르면 세상을 다가진 기분.,/product/4107
2017.4.17,그남자의그루밍,m,33세 · 복합성 ·,best,처음에 이거 발랐을때 알콜향? 느낌이 너무 쎄서 거부감이 들었지만 무엇보다 면도후 턱이랑 인중이 빠르게 진정되는게 너무 좋았어요~!!! 애프터쉐이브 제품은 이거 하나면 그냥 끝~!!!,/product/4107
2017.2.18,쥬런니,f,26세 · 건성 ·,good,남자친구에게 선물해줬는데,/product/4107
2016.8.21,판다다,f,34세 · 복합성 ·,good,면도후 바르면 피부정리가잘되는것같다고 신랑이 그러네요. 쏴해서시원하데요.,/product/4107
2016.8.21,AZZI,f,25세 · 복합성 ·,best,외국 나갈때 아빠랑 남자친구한테 하나씩 사줬음,/product/4107
2016.7.28,라이아안,m,29세 · 복합성 ·,good,누나가 선물줘서 써봤어요. 트러블 생겼을때 한창 썼엇는데 자극없이 잘 썼습니다. 스킨로션 따로 바를 필요없이 한번에 바를 수 있어서 편하고 좋아요 유수분 조절도 잘 되는거 같고 ...,/product/4107
2016.1.14,쏘쿨,m,38세 · 지성 ·,good,계속해서 사용하는데 향기도 좋고 발림성도 좋아요,/product/4107
2016.1.10,미루몬,f,28세 · 지성 ·,good,제 남편도 이것만 써요,/product/4107
2015.11.9,vic3,m,33세 · 복합성 ·,best,다른 제품 사용하다가 항상 다시 돌아오게 되는 제품이에요~,/product/4107
2015.10.27,뽀ss,f,38세 · 지성 ·,best,신랑의 애장템! 일단 바르면 안끈적거려서 좋다네요,/product/4107
2015.5.25,msjuho,f,35세 · 중성 ·,best,우리아빤 몇년째이것만씀,/product/4107
2015.3.18,유싱이,m,32세 · 중성 ·,good,군대에서 아콰파워랑같이썼는데 진짜여름에좋음 딱짜서 얼굴에바르면 언제발랐냐는듯이 흡수가빠르고 향도은은하니좋음,/product/4107
2개월 전,은아누나,f,22세 · 복합성 ·,best,요즘 혼자 집에서 왁싱하는데 솔직히 인그로운은 잘 모르겠는데 괜히 걱정돼서 ㅠㅠ 막 크림 바르고 이런거 귀찮아서 걍 뿌리는거 샀는데 앵간하고 괜찮아요,/product/101476
2개월 전,Dougie,f,24세 · 민감성 ·,best,왁싱샵 가서 왁싱받기 민망해서,/product/101476
2018.12.12,유니콘파워,f,28세 · 지성 ·,good,가격은 정말 비싸지만 왁싱하고 되게 잘 썼어요~~ 트러블 안나고 효과 좋은 것 같아요^^,/product/101476
2018.9.10,베짱짱이,f,23세 · 복합성 ·,good,라이콘 쓰다가 알롱으로 갈아탓는데 약간의 인그로운헤어가 생기긴해요 그래도 임산부도 안심하고 쓸수잇다고하고 라이콘보다 용량에 비해 저렴해요 향은 좀 쎌 수 잇는데 나쁘지 않앗어요 뿌린 부위도 촉촉합니다,/product/101476
2018.7.30,모래어머니,f,24세 · 복합성 ·,best,왁싱이나 제모후에 피부도 울긋불긋하고 인그로운 헤어로 고민이 많았는데 이 제품으로 피부가 많이 정돈 되고 깨끗해졌어요!,/product/101476
2019.2.7,h.eun,f,25세 · 지성 ·,good,20대 초중반 남사친 선물로 무난하게 주기 괜찮은 것 같아요. 세 명인가한테 선물했었는데 전부 좋았다는 피드백(?)을 받았습니다 ㅎㅎ,/product/10101
2017.10.27,옴1,f,26세 · 지성 ·,good,선물로 줬었는데,/product/10101
2016.3.1,윤꼬꼬,f,29세 · 복합성 ·,best,재작년에 남치니생일선물로 사줬었는데 민감성피부라 아무거나안쓰는데 3년째 잇아이템이됨!!,/product/10101
2015.7.19,다금바리,f,31세 · 복합성 ·,good,"남친이가 근래에 자꾸 면도독이 올라 쉐이빙을 바꾸던 찰나, 녹시땅발견하고 애프터밤까지 구입해 쓰고있는데 순하고 독안오르고 좋답니다 ㅋㅋ 가격이 싸진않지만 민감한분들에게 강추",/product/10101
2015.5.6,ruco,f,27세 · 중성 ·,good,아빠 선물로 드렸는데 넘 좋아하심.. ♡,/product/10101
2016.3.25,쿰직이,m,31세 · 민감성 ·,good,수염이 많은편이아니라 면도날에 피부자극이 엄청 되서,/product/13482
2015.10.31,대파맛첵스,m,33세 · 복합성 ·,best,다 필요없고 애프터쉐이브 최고의 제품.,/product/13482
2015.9.22,tresor,f,30세 · 건성 ·,best,남자친구 선물로 줬는에 이전에는 쉐이빙후에 뭐 바르면 많이 따가워하고 각질일어나고 했는데 이건 따갑지도 않고 진정되는게 느껴진대요!,/product/13482
2019.3.29,vingt,f,20세 · 복합성 ·,best,요고 진짜 선물하기 딱 좋은 아이템‼️아빠가 이걸 썼었는데 다 떨어졌길래 선물로 사드렸더니 좋아하셨다ㅎㅎ 향수도 있는데 이거 바르고 향수까지 뿌리면 키야 참 좋아요 아르마니 코드와 함께 내가 좋아하는 아빠 향수ㅎ... 내가 사용해본 게 아니라 사용감은 뭐라 자세하게 쓸 수 없지만 아빠피셜 비싼값한다고 함. ㅋㅋㅋㅋㅋㅋㅋㅋ하긴 향도 다른 애프터쉐이브랑 비교할 수 없긴 하죠.....,/product/4859
2018.8.6,S03,f,25세 · 건성 ·,soso,남친 선물로 사줬는데 향 되게 좋다고 함 근데 피부 약하면 좀 따가워해서ㅜㅜ 뭐 나진 않음! 피부 약하면 밤 형태를 사세영,/product/4859
2017.6.2,강이파파,m,40세 · 중성 ·,good,가격대가 브랜드값 하네요!,/product/4859
2016.4.9,향기6,f,28세 · 건성 ·,good,"우리 아빠 전용! 면도후 소독, 그리고 시원한향까지!",/product/4859
2019.2.2,현쨔응,m,28세 · 복합성 ·,good,시트러스향이지만 너무 남자남자스럽지않은 거부감이 덜 드는 향이었습니다. 진정효과도 괜찮았습니다. 다만 알코올이 들어있다보니 자극이 있어서 처음 한 15분 정도 피부가 붉어집니다.,/product/14345
2017.9.14,vexillo,m,36세 · 건성 ·,good,향은 모든제품중 최고다. 돈많으면 이거만 쓰고 싶다. 그냥 아저씨냄새가 아니라 느끼하지 않고 인위적인 느낌이 덜하다. 하지만 가격에 비에 양이 너무 적고 완전 액체 형태라서 소모도 빠르다.,/product/14345
2016.3.21,seanwl,m,35세 · 민감성 ·,good,향기 시원하고 촉촉함이 오래갑니다~,/product/14345
2016.3.20,코주니,m,28세 · 건성 ·,good,이거 좋은데 후기가 없네요 ㅠㅠ 시원하고 또 촉 촉하고 향도 좋아요~^^,/product/14345
2016.5.10,고가영,f,28세 · 복합성 ·,good,남친생일선물로사줬는데 향이좋음,/product/6392
2015.8.29,a1501,f,31세 · 건성 ·,best,이거짱인데 왜 리뷰가없죠 남성분들이 적어서그런가 이거 아빠한테 선물해드렸는데 완전 잘사용하고계세요 무엇보다 냄새가짱짱!! 계속 맡고싶은냄새♥,/product/6392
2018.8.20,짠꼬,f,29세 · 건성 ·,soso,저만그런건가요?,/product/9044
2018.7.17,민블리91,f,29세 · 민감성 ·,bad,솔직히 좋은지 모를....한마디로 돈아까움,/product/9044
2018.6.2,megan0,f,33세 · 복합성 ·,bad,이제품은 가격얘기 먼저 하고 싶네요! 비싸다~~~~~,/product/9044
2018.4.24,송톨,f,32세 · 건성 ·,best,홍조에 좋다해서 쓰는중이예요.,/product/9044
2018.4.10,예원630,f,31세 · 민감성 ·,best,향이랑 보습력이 맘에 드는 미스트!,/product/9044
2018.4.10,미나밍,f,32세 · 복합성 ·,good,향이 다 한 제품.,/product/9044
2017.9.13,왕장,m,24세 · 복합성 ·,good,가격은 쎄지만 미스트중에서 얘처럼 효과본건 없다,/product/9044
2017.3.20,동동이94,f,39세 · 복합성 ·,worst,이건 걍 돈아까음!!얼굴 넘 건조해서 뱅기타기전에 면세에서 샀는데... 걍 다른거랑 다를게 없음!! 머가 좋은지1도 모르겠다!!!,/product/9044
2017.2.21,이현공주,f,21세 · 민감성 ·,good,다시 또 사서쓸꺼같아요,/product/9044
2017.2.21,moohee,f,40세 · 건성 ·,best,촉촉하고.향이좋다.,/product/9044
2016.11.27,LOVEjk,f,27세 · 건성 ·,bad,분사력도 별로고 가격대비 별로 좋은지 모르겠고ㅠ,/product/9044
2016.9.14,vzvzvz,f,27세 · 복합성 ·,good,가격이 후덜하지만 내기준 역대급미스트. 화장전에 스킨대용으로 뿌려주거나 피부가 붉어질때 뿌려주면 진정도 되고 촉촉하다,/product/9044
2016.6.2,김다람쥐,f,33세 · 복합성 ·,bad,겁나 좋대서 백화점에서 구입. 뭐 뭐가 어디요? 그냥 미스트잖아.... 전혀 다른 미스트랑 다른거 모르겠고 가격대비 성능 실망이라 비추.,/product/9044
2016.4.24,felice205,f,28세 · 복합성 ·,soso,가격만 빼면 좋긴 좋다! 오묘한 바다냄새? 물향과 함께 촉촉함도 느껴지나 분사력은 쏘쏘라 화장위에 뿌리긴 좀 망설여짐,/product/9044
2016.3.24,김기린,f,37세 · 건성 ·,good,미스트치고 말도 안되는 가격이지만 사무실 책상에 두기에 진짜 굳 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 밑에 나같은분 또 있네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,/product/9044
2016.2.1,rkinuk78,f,33세 · 건성 ·,soso,공항에서 비행기 타기전 급한맘에 구입한 미스트...,/product/9044
2016.1.21,핑크만어울려,f,36세 · 건성 ·,bad,분사력이 ㅋ ㅋㅋ 얼굴에 물벼락맞는 기분,/product/9044
2015.12.9,einste,f,39세 · 복합성 ·,good,좋은데 꼬달리 엘릭시르보다 좋은지는 모르겠다.,/product/9044
2015.12.1,럽리민샤,f,31세 · 복합성 ·,best,"내가써본미스트중 뿌리고 시간디나 건조한없은건 라메르뿐.. 샤넬은 용기이쁘고 분사력좋지만 건조함 ,메포 뭐 거의 화장지우는 수준으로 뿌려짐 올리브영 제품 등 거의 다써봣지만 피부를 위한제품이란 느낌은 라메르 뿐! 분사력이 구림 피부를 위한제품으로 써야함",/product/9044
2015.8.17,주천사,f,27세 · 민감성 ·,good,향도좋고 수분감도 오래지속되고 순해서,/product/9044
2015.8.11,닉쿤,f,43세 · 민감성 ·,soso,제 첫번째 미스트 ! 분사 후 끈끈함이란 ... ㅜㅜ,/product/9044
2015.6.13,융돼지,f,29세 · 복합성 ·,soso,미스트 가격이 비싸지만 촉촉합니다. 미스트가 촉촉하다면 제 기능은 다 한거 아닌가요? 그렇지만 가격땜시 쏘쏘ㅋㅋㅋ수시로 뿌리는 나에게 너무 비싼가격ㅜㅜ,/product/9044
2015.4.21,쏭토리,f,32세 · 복합성 ·,best,다른 미스트들은 뿌리면 수분이더날라가서 뻑뻑해지는느낌이 더 강해지는데,/product/9044
2014.9.10,원콩찡,f,21세 · 민감성 ·,best,저희 언니가 프락쉘 시술받고 병원에서는 특정하게 정해준 크림만 바르라고 권하였지만 예전부터 라메르 직원언니들이 이 미스트는 시술후에 뿌려도 괜찮다하여서 화끈거리는 얼굴에 여러번 떡칠하니 화기도 가라앉구 고통도 덜해졌어요. 물론 평소때도 뿌리면 효과 굿굿.. 흡수된뒤 산뜻하고 미끌거림도 크게없어 더욱만족스럽습니다ㅎ,/product/9044
2019.3.12,에티하라,m,28세 · 복합성 ·,best,클래식 면도기로 바꾸면서 같이 샀는데 피좀 났었어요.,/product/4233
2015.11.22,챠밍젠,f,37세 · 건성 ·,worst,그냥 물임.,/product/4233
2015.8.4,파닥몬,f,27세 · 복합성 ·,best,향은좀독하지만 역시인간은적응의동물이라고ㅎ,/product/4233
2014.11.6,아트최,m,37세 · 지성 ·,best,지성 피부라 로션은 안쓰고 스킨만 사용하고 있는데 니베아에서 나온 이 스킨 써보니 시원하고 상쾌한 느낌이 저한테는 너무 좋았던 제품이였습니다. 사용감에 중요도를 두시는분들께 추천드립니다.,/product/4233
2019.4.4,솜실,f,30세 · 중성 ·,good,좀 건조했지만 향이 다했다... 중간에 떨어뜨렸다가 케이스가 깨져서 공병에 옮겨담아 사용했다...고 20대후반남성(건성)인 동생이 평한것을 적음.,/product/4865
2016.7.21,2ndcdh,m,27세 · 복합성 ·,best,양이 적은듯 한데 전혀아님,/product/11875
2018.6.19,미친과학자는없다면,m,24세 · 복합성 ·,good,그냥 기본에 충실한 애프터쉐입인듯...,/product/12394
2018.10.28,ㅂㅈㄷ어톤,f,29세 · 민감성 ·,soso,남편에게 에멀전과 함께 사줬습니다 스킨으로 이것만 쓰고 있는데 조금 건조하데요~ 에프터 쉐이빙이라 어쩔수없나 싶기도 하네요 근데 세트로 사면 어마무시한 샘플들이 와요 ㅋㅋㅋ 왠만한 여자 화장품 저리가라 할정도로 종류가 많더라고요 그루밍족이라면 브랜드는 만족하실 것 같아요,/product/27106
2018.4.10,우니i,f,30세 · 건성 ·,soso,중건성이 건조한 환절기에 바르고 자기 딱 좋은 질감인데 냄새 너무 홍삼냄새인것........ 적응 힘들어요 ㅠㅠㅠ 매장 언니가 스크럽 하고 쓰라고 챙겨줬는데 면도후 바르는 제품을 날왜줬나...?,/product/8738
2015.8.9,아잉맘,f,36세 · 복합성 ·,soso,남편이 사랑하는 템 이거바르면 자기가 차가운 도시남자가 된것같다나 뭐라나...바를때마다 따갑다며 외치면서도 떨어지면 맨날 사달라고함ㅡㅡ 플래티넘보단 향이좀 더 시원하고 가벼워서 맡기도 괜찮음,/product/4870
2018.11.5,긍정의빛,m,37세 · 건성 ·,soso,예전에는 무난히 쓴거같은데 요즘 워낙 경쟁력있는 제품들이 많아서 지금은 좀 뒤쳐진듯하네요,/product/3783
2018.4.26,슈니호,f,25세 · 복합성 ·,soso,남자친구가 군대때 사용하던 제품.,/product/3783
2016.9.15,극혐맹길영,m,32세 · 건성 ·,good,군생활할때.함께햇던 스킨중하나,/product/3783
2016.3.27,돔미니,m,27세 · 민감성 ·,bad,에멀젼과 마찬가지로 향도 별로고 독한거 같아요,/product/3783
2015.12.5,엘싣,m,37세 · 지성 ·,bad,향이 넘 싸구려틱함.. 쿨한 향도 아니고ㅡㅡ,/product/3783
2017.1.8,홍냐홍냐,f,30세 · 중성 ·,soso,설화수 쓰다가 이걸로바꿔줬는데 봄 여름엔 좋은데 가을겨울엔 보습이 부족하다고 합니다 오빤 이거 바른후에 크림 꼭 바르더라구요^^,/product/11462
2016.11.14,바니라임사랑,f,38세 · 복합성 ·,soso,향도 좋고 무난한데 건성피부의 남편은 가을겨울엔 속당김 있다함,/product/11462
2016.11.1,한국인좀비,f,3세 · 민감성 ·,good,수염이 나지 않지만 남자라면 욕실에 하나쯤 두어야할 아이템. 향이 좋습니다!,/product/11462
2016.6.18,야옹아어흥,f,33세 · 복합성 ·,good,"스킨, 로션을 한번에 쓰는 제품이라 남편이 선호해요^^ 향도 좋아요~",/product/11462
2016.5.1,유짱짱,f,26세 · 건성 ·,best,이번리뉴얼된제품 넘좋음 남친선물해줫는데 아침까지 은은한향이 지속되고 보습력도 짱이다!!~,/product/11462
2015.9.6,꾸순이,f,35세 · 복합성 ·,good,남편 선물로 사준 제품~,/product/11462
2015.2.9,코코7749,f,32세 · 복합성 ·,good,남자친구 생일선물로 사준건데.,/product/8975
2016.10.17,파시엘,f,24세 · 민감성 ·,best,엄마랑 비욘드세일때 구경하다가 아빠스킨세트로 사드렸는데 올인원아니면,/product/4540
2016.6.23,오마갓,f,26세 · 복합성 ·,best,아빠 선물로 드리려고 매장에서 테스트해보고 삼. 강하진 않아도 향이 있는 걸 좋아하시는 아빠에게 딱 좋은 선물임. 아침에 얼굴에 촵촵촵 하시고 나갈 때 향기 나는거 볼 때마다 뿌듯. 근데 단종이에요? 네????,/product/4540
2016.5.16,아이루,m,29세 · 건성 ·,best,확실히 저자극이라서 좋앗어영 또사고싶어짐,/product/4540
2015.8.20,카미니토,m,35세 · 복합성 ·,best,쓰세요 두 번 쓰세요.. 로션 별도로 쓸 필요 없을 정도로 수분감 유지에 좋음. 케이스도 이뻐서 선물로도 적합.,/product/4540
2015.8.12,따블리,f,22세 · 복합성 ·,best,남자친구 사줬은데 냄새도너무좋고 만족해 하네용,/product/4540
2015.7.31,혼혈왕자,f,28세 · 복합성 ·,best,이거 좋아요 일단 향도 좋고 발랐을 때 스며듬이 굿! 아부지 선물해드렸는데 좋다구 쓰시네용ㅎㅎㅎ,/product/4540
2015.7.13,빙봉빙봉,f,29세 · 민감성 ·,good,남친 스킨로션 떨어졌다길래 그냥 사줬는데 남친이 향도 괜찮고 촉촉해서 좋대요,/product/4540
2015.7.5,만떼야,f,29세 · 복합성 ·,best,동생생일선물로 세트로 줫었는데 본인 매우만족하면서 잘 쓰고있음. 다음에는 수분크림더 같이달라는데 좀 뻔뻔함ㅡㅡ,/product/4540
2015.6.2,달콤쌉쌀,f,32세 · 복합성 ·,best,신랑이 쓰는데 촉촉하다고하고,/product/4540
2015.2.10,하나뿅,f,26세 · 건성 ·,soso,남자친구 스킨로션 다 떨어졋대서 선물로 사줬는데..향도좋구 기름도 별로 안진대서 만족하더라규요ㅎㅎㅎ,/product/4540
4개월 전,다콩잉,f,33세 · 민감성 ·,best,거품이 진짜 대애박!,/product/13160
2019.2.4,미리웅,f,29세 · 중성 ·,best,남자친구의인생템,/product/13160
2018.1.31,mamaguitar,m,32세 · 지성 ·,good,이거 손에 짠거보다 거품이 좀 적긴한데 깨끗이 씻김,/product/13160
2016.7.22,yoooni,f,26세 · 건성 ·,best,리뷰가 하나도 없다니....자 여러분 이게 맨이 붙어있지만은 요물입니다 아빠주려고 샀다가 제가 씀 냄새도 없고 자극적이지않은게 씻고 나면 건조해지는 속도가 느려여 다른클렌저쓰면 씻어내면서부터 건조해지는데 이건 씻고나서 방까지 갈때까지 괜찮음 뜬금없이 인생템될기세 다른거살때 샘플이라도 받아서써보세여,/product/13160
